StartDeltaMS	LastScanDeltaMS	Velocity	
3332	16	82.18694922793388	
3354	22	82.22928667975167	
3375	21	82.18823012025351	
3392	17	82.14743428830666	
3415	23	82.10327393549302	
3435	20	82.10249558940451	
3452	17	82.10202368772475	
3475	23	82.101171087587	
3495	20	82.10181804334894	
3514	19	82.14579904126848	
3533	19	82.14602180704402	
3555	22	82.10140375504122	
3575	20	82.05918776787341	
3597	22	82.05829313266966	
3613	16	81.97396754966012	
3631	18	82.05879981544898	
3653	21	82.01827934933794	
3676	23	82.01282746880518	
3695	19	81.97194723451747	
3715	20	81.97494177108713	
3735	20	82.01625992413925	
3755	19	81.88598682815451	
3772	17	81.9322287052023	
3793	21	81.97427474297297	
3815	22	81.97259154859006	
3836	21	82.01627312185833	
3852	15	82.01743112418143	
3874	22	81.97325399401684	
3896	21	81.97373615247567	
3914	18	82.0172913958251	
3936	22	82.06120320593688	
3954	18	82.14688261894472	
3975	21	82.14680413420399	
3993	18	82.1886744483854	
4015	22	82.27597505695583	
4035	20	82.22936010670198	
4053	18	82.27387478861722	
4075	20	82.2694399889003	
4094	19	82.31975434067851	
4113	19	82.3208785726589	
4134	20	82.40435393561407	
4155	20	82.45079409647231	
4172	16	82.49444373253654	
4192	20	82.36319459407058	
4213	21	82.40646825751321	
4234	20	82.44927835833683	
4252	18	82.44875176362332	
4275	23	82.45102103264169	
4292	17	82.45079622514056	
4313	20	82.44824921340265	
4333	20	82.48926263418251	
4353	20	82.57425094869158	
4371	18	82.57544557581487	
4392	21	82.4900326743939	
4416	23	82.44779494950204	
4435	19	82.44472239530324	
4454	19	82.44443359948806	
4473	18	82.26891986355517	
4492	19	82.27341221848495	
4512	18	82.14326088348083	
4531	19	82.18573209758024	
4551	19	82.1427062046373	
4575	24	82.10168478088316	
4596	21	82.09830255610231	
4613	16	82.0121351545344	
4634	21	82.05724782245427	
4654	20	82.06036427171304	
4675	20	81.97201293430518	
4693	18	81.88559641201537	
4712	19	81.88540638165352	
4731	18	81.88916433151532	
4752	21	81.88472795694435	
4774	22	81.840944438077	
4794	20	81.71422180632543	
4816	22	81.67067263176376	
4834	18	81.62639377796455	
4856	22	81.54169580797502	
4876	20	81.45630286412847	
4894	18	81.41220144111762	
4915	21	81.32457046863587	
4935	20	81.32277039431771	
4954	19	81.36786062495298	
4975	20	81.32699991764217	
4995	20	81.32578974900663	
5012	17	81.36839765643967	
5033	21	81.36981715324109	
5055	22	81.45444798060116	
5073	18	81.50082827475063	
5095	22	81.4987388490265	
5114	19	81.58671184657719	
5135	20	81.62937702970137	
5151	15	81.75733752513837	
5177	26	81.80002733610996	
5194	17	81.79939544865672	
5215	20	81.83983832659862	
5232	17	81.8854233597078	
5252	19	81.84232319678782	
5282	30	81.84362511598486	
5295	13	81.76012849600242	
5316	21	81.75400292775554	
5336	20	81.75578501261036	
5352	16	81.62566226710214	
5373	21	81.57812406905886	
5395	22	81.58095769398753	
5415	19	81.40885692325338	
5432	17	81.36507903092476	
5451	19	81.4082747163242	
5473	22	81.27659168941476	
5491	18	81.23641298277848	
5511	19	81.36577675466687	
5531	19	81.36496635630483	
5554	21	81.49537860345565	
5571	17	81.49566461083647	
5594	23	81.4503278528745	
5615	21	81.49429755852361	
5635	20	81.62460776837817	
5654	19	81.6225026558902	
5673	19	81.79909633002555	
5693	19	81.79195506157015	
5715	22	81.83643578185124	
