StartDeltaMS	LastScanDeltaMS	Velocity	
0	0	0.0	
4	4	0.0	
9	5	0.0	
33	24	0.12969945219124457	
53	20	0.9079321996353572	
75	22	1.2105603494483046	
93	18	2.075166600550114	
113	20	4.1072455577707485	
134	21	4.84201600124875	
154	20	7.046824882299666	
176	22	8.040673192707951	
192	16	10.9364356482908	
213	21	15.648963759277747	
233	20	17.03330132599218	
254	21	21.269099974850196	
272	17	27.062040357220194	
293	21	28.446490325795708	
311	17	32.770295413579134	
333	22	38.34652806389244	
351	18	39.68694208504468	
374	23	43.362423384183685	
394	20	44.44432796835942	
413	19	47.6438031423449	
433	20	51.05989466863614	
452	19	51.79417954715876	
471	19	53.82593175207218	
491	20	55.8578515909819	
512	21	56.332667298693224	
530	18	57.630832286033474	
552	22	58.92718902946283	
571	19	59.23148478074051	
591	20	60.05147064851757	
611	20	60.91549851310284	
632	20	61.08820106473878	
650	18	61.60791429596075	
670	20	61.780994338900626	
693	23	62.34368025406854	
712	19	62.86157746947193	
732	20	62.904890756871175	
751	19	63.292921458721246	
771	20	63.726330108649925	
791	20	63.76835426064118	
811	20	64.0725717282942	
832	20	64.37574223567616	
852	19	64.41936678596137	
872	20	64.54575672929964	
892	20	64.67871955046456	
911	19	64.89145694091282	
932	20	65.06708859484365	
952	20	65.10835754713322	
972	20	65.32390899642299	
991	19	65.32732237204891	
1012	21	65.32558434574057	
1033	21	65.50048185631798	
1050	17	65.45838411330605	
1073	23	65.45766830978442	
1092	18	65.54408909797746	
1112	20	65.67329249690228	
1132	20	65.63186405691579	
1151	19	65.67426989178038	
1172	21	65.6754817843705	
1192	20	65.67484277826973	
1212	20	65.67206912937378	
1232	20	65.71654156077456	
1251	19	65.80271868510872	
1273	22	65.8034643847673	
1292	19	65.84679540633462	
1311	19	65.88993749916465	
1334	22	65.84551193146956	
1354	19	65.84770484892226	
1374	20	65.84699097875216	
1392	18	65.84649752557577	
1411	19	65.76034299351181	
1432	21	65.76058421588338	
1456	23	65.76068896138321	
1473	17	65.71654622541588	
1492	19	65.6304835179421	
1511	19	65.63129760904816	
1534	23	65.54423090888288	
1551	16	65.54402479166744	
1573	22	65.54437103663811	
1593	20	65.50195548379064	
1611	18	65.41527329560431	
1634	23	65.37197053858056	
1655	21	65.45695243308862	
1675	20	65.41296145274175	
1697	21	65.3711990559171	
1714	17	65.32822918481993	
1734	20	65.32777231828824	
1754	20	65.41447830106918	
1773	19	65.37081462896091	
1795	21	65.32860797861039	
1812	17	65.41490883125627	
1832	20	65.45787717173994	
1853	21	65.49987269177237	
1870	17	65.50022111385512	
1895	24	65.54550823186167	
1914	19	65.5000951900723	
1934	20	65.58733429566783	
1953	19	65.63040561237344	
1972	19	65.6302940477015	
1992	19	65.58744443271561	
2013	21	65.63102192372472	
2034	21	65.63194449229809	
2054	20	65.63010320586032	
2076	22	65.71754987080587	
2093	17	65.58700284483477	
2116	23	65.63099022684071	
2133	16	65.6736850102684	
2153	20	65.6730809111401	
2170	17	65.71666121318572	
2191	20	65.71803444939499	
2214	22	65.63019517786525	
2232	18	65.67299149596472	
2253	20	65.67320634499517	
2271	18	65.62838620720586	
2294	23	65.54500319843048	
2310	16	65.54490900764594	
2334	24	65.62960901564084	
2352	18	65.58693111601886	
2372	20	65.63067204280921	
2391	19	65.58631179795076	
2414	23	65.54317169446892	
2435	21	65.45681928242115	
2453	18	65.37129274955447	
2475	22	65.4561455254324	
2492	17	65.41425245908766	
2513	21	65.37141710488122	
2537	24	65.45760438403053	
2552	15	65.50020445597765	
2571	19	65.45678748623175	
2591	20	65.41379525618773	
2613	22	65.45811101193526	
2633	20	65.4145869197751	
2653	20	65.45645440136741	
2673	20	65.45850817333891	
2692	18	65.54420880108403	
2713	21	65.58625215423372	
2734	21	65.58679890727585	
2751	17	65.63030571616206	
2773	22	65.71585602597764	
2790	16	65.71754145258423	
2811	21	65.80373205373057	
2831	20	65.93302123643609	
2853	22	65.89019925947483	
2873	20	65.93449324889436	
2892	19	65.97684698686766	
2914	21	66.15000607441691	
2933	18	66.23697674304262	
2953	20	66.23791463983275	
2972	19	66.36504098629692	
2995	23	66.49646332898685	
3013	18	66.49404830268224	
3032	19	66.45062490635851	
3052	20	66.49487883233469	
3074	22	66.45329143907911	
3091	17	66.40926782000119	
3114	23	66.40951556967345	
3132	18	66.40829624935013	
3155	23	66.23585585674807	
3171	16	66.23526366360694	
3193	22	66.15013447363472	
3212	19	66.1488042007635	
3230	18	66.14967955312984	
3252	22	66.0624115006796	
3273	21	66.10689174698153	
3293	20	66.10572059289838	
3312	19	66.0626623288022	
3330	18	66.06271839678801	
3352	22	66.06361644293241	
3373	21	66.10633383472674	
3393	20	66.10712497421044	
3414	21	66.1081966360618	
3433	19	66.14887643746907	
3451	18	66.14940972279246	
3472	21	66.1058242679086	
3495	23	66.10666794367151	
3511	16	66.10672053460776	
3534	23	66.0197452170184	
3550	15	66.01767324832124	
3577	27	66.06340856216882	
3591	13	66.01966397551043	
3609	17	65.9336870933537	
3630	20	65.93364275101968	
3650	20	66.02005102279425	
3671	21	66.02015328214263	
3692	21	65.9772781196922	
3713	21	65.97590720757417	
3730	17	65.97653831863248	
3751	20	66.01956766414864	
3773	21	65.97802358270525	
3793	19	65.97814054952943	
3813	20	65.97801443552525	
3832	18	66.02146250310155	
3851	19	66.02133083597062	
3873	21	66.10733143034234	
3894	21	66.10707309065482	
3921	27	66.10741688629179	
3933	12	66.06389247498457	
3954	20	66.06486752095773	
3971	17	66.02163633314353	
3992	21	66.02136178341135	
4012	20	66.0645884313961	
4031	19	66.06369337656186	
4050	19	66.02155961327617	
4070	20	66.02083039086439	
4091	21	66.06393074301882	
4111	19	65.93476639569536	
4131	19	65.9347164759892	
4150	19	65.84853668118464	
4171	21	65.84800610337736	
4190	18	65.93471620837374	
4210	20	65.97835689754343	
4230	20	65.97755763143648	
4252	21	65.89043488462373	
4273	21	65.8912848558295	
4291	18	65.89220362279468	
4312	20	65.8910721117682	
4330	18	65.80472369130467	
4350	20	65.80436019506419	
4371	21	65.89117765350531	
4391	19	65.84830576836637	
4410	19	65.89188710945633	
4429	19	65.84797621554935	
4451	22	65.89140369536379	
4471	20	65.84847091653545	
4493	22	65.8484682089251	
4510	17	65.80465225852983	
4534	23	65.89051634232159	
4551	17	65.93343427473127	
4572	20	65.9348433539716	
4590	18	65.93348482966606	
4611	20	65.93384879688186	
4633	22	65.97902418192803	
4652	19	65.9789772407529	
4671	18	65.97800187383157	
4694	23	65.97826805713318	
4711	16	65.97808157178899	
4733	22	65.97866471351598	
4753	20	65.93451030441665	
4773	20	65.97809197861115	
4794	20	65.97882208292586	
4812	18	66.02068178072177	
4832	19	66.02192987405586	
4853	21	66.06458615095941	
4871	18	66.06447596817306	
4892	21	66.06389778880008	
4912	20	66.06424085230645	
4933	20	66.10675091923592	
4954	20	66.10774447364896	
4972	18	66.1503573192599	
4991	19	66.28116982027687	
5013	22	66.28100391901397	
5033	20	66.23632946009081	
5050	16	66.19366243510842	
5072	22	66.23726102141588	
5091	18	66.32411807121038	
5115	24	66.2809532662996	
5133	18	66.28022476654347	
5152	19	66.32416636711612	
5173	21	66.28149306432508	
5191	18	66.2811993242763	
5212	21	66.28200336466894	
5233	20	66.28019643373551	
5254	21	66.23726832718393	
5273	18	66.32301749596823	
5294	21	66.3238299201743	
5315	20	66.27858476534581	
